174,イベント,170
175,音楽教授業,170
176,映画,170
177,テーマパーク,170
178,ホテル,170
179,観光,170
180,伝統工芸,170
181,eスポーツ,170
182,VTuber,170
183,Youtuber,170
184,その他,170
185,商社・卸売り・小売り,
186,商社,185
187,総合商社,185/186
188,専門商社,185/186
189,卸売業，小売業,185
190,飲食料品小売業,185/189
191,織物・衣服・身の回り品小売業,185/189
192,各種商品小売業,185/189
193,その他の小売業,185/189
194,機械器具小売業,185/189
195,その他,185
196,運輸・物流,
197,運輸・物流,196
198,物流,196
199,倉庫,196
200,その他,196
201,HR/アウトソース,
202,人材派遣,201
203,採用支援,201
204,クラウドソーシング,201
205,タレントマネジメント,201
206,HRtech,201
207,アウトソーシング,201
208,コールセンター,201
209,SES,201
210,PRA,201
211,その他,201
212,IT/通信,
213,IT,212
214,インフラ通信,212
215,開発通信,212
216,ソフトウェア開発,212
217,システム開発,212
218,SaaS,212
219,ビックデータ,212
220,データマイニング,212
221,クラウドサービス,212
222,アプリ開発,212
223,その他,212
224,資源・エネルギー,
225,発電所,224
226,電力,224/225
227,ガス,224/225
228,エネルギー,224
229,水素エネルギー,224
230,科学,224
231,紙,224
232,ガラス,224
233,繊維,224
234,リサイクル,224
235,その他,224
236,自動車・機械,
237,自動者メーカー,236
238,自動車部品,236
239,中古車,236
240,造船・鉄道・航空機産業,236
241,建設業,236
242,総合重機,236
243,次世代自動車,236
244,その他,236
245,エレクトロニクス,
246,家電,245
247,電池,245
248,半導体,245
249,電子部品,245
250,ロボット,245
251,その他,245
